session_block_order,batch_index,subject,seed,arm,session,block,block_span,is_final_batch_of_block,batch_n,rng_seed,rng_seed_payload,rng_seed_restored,model_training_flag_during_forward,dropout_active_during_forward,batch_mean_entropy,batch_marginal_q1,batch_pred_positive_frac,batch_mean_max_conf,batch_entropy_loss,batch_grad_norm,H_cond,q1,H_marg,dominant_share,mean_max_conf,pred_positive_frac,true_positive_frac,batch_accuracy,batch_balanced_accuracy,affine_drift_l2,affine_norm_l2
metadata_order,5,sub-05,0,source,ses-2,1,67,True,3,98067123,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|5,1861891676,False,False,0.5710389018058777,0.27210766077041626,0.0,0.7278923988342285,,,0.571038929094596,0.27210764090220135,0.585343896966848,0.7278923590977986,0.7278923590977987,0.0,1.0,0.0,nan,,
metadata_order,0,sub-06,0,source,ses-1,0,74,False,32,373886917,EEGTTA-PHASE1|v1|metadata_order|source|sub-06|0|0,296064575,False,False,0.6452618837356567,0.5924334526062012,0.78125,0.6310166120529175,,,0.6452619034175322,0.5924335084855556,0.6759605859360274,0.5924335084855556,0.6310166381299496,0.78125,0.0,0.21875,nan,,
metadata_order,1,sub-06,0,source,ses-1,0,74,False,32,892983127,EEGTTA-PHASE1|v1|metadata_order|source|sub-06|0|1,373886917,False,False,0.6565134525299072,0.5801916122436523,0.75,0.6111389398574829,,,0.6565134009632863,0.5801916280761361,0.6802300723726352,0.5801916280761361,0.6111389836296439,0.75,0.0,0.25,nan,,
metadata_order,2,sub-06,0,source,ses-1,0,74,True,10,1270664876,EEGTTA-PHASE1|v1|metadata_order|source|sub-06|0|2,892983127,False,False,0.6671905517578125,0.5323657393455505,0.5,0.5852314233779907,,,0.6671905442102444,0.532365694642067,0.6910506386078173,0.532365694642067,0.5852314323186875,0.5,0.0,0.5,nan,,
metadata_order,3,sub-06,0,source,ses-2,1,64,False,32,1553192107,EEGTTA-PHASE1|v1|metadata_order|source|sub-06|0|3,1270664876,False,False,0.6353718042373657,0.5581192970275879,0.65625,0.6349517107009888,,,0.6353717571000018,0.5581193207763135,0.6863761736340221,0.5581193207763135,0.6349517204798758,0.65625,1.0,0.65625,nan,,
metadata_order,4,sub-06,0,source,ses-2,1,64,True,32,964248155,EEGTTA-PHASE1|v1|metadata_order|source|sub-06|0|4,1553192107,False,False,0.602480411529541,0.581499457359314,0.65625,0.6614344716072083,,,0.6024804178065006,0.5814994210377336,0.6798034107923665,0.5814994210377336,0.661434511654079,0.65625,1.0,0.65625,nan,,
metadata_order,0,sub-07,0,source,ses-1,0,63,False,32,1047166539,EEGTTA-PHASE1|v1|metadata_order|source|sub-07|0|0,1297514118,False,False,0.5109537839889526,0.3203509449958801,0.21875,0.7500542402267456,,,0.5109537949240004,0.3203509396407753,0.6271337030395259,0.6796490603592247,0.7500542977359146,0.21875,0.0,0.78125,nan,,
metadata_order,1,sub-07,0,source,ses-1,0,63,True,31,283414861,EEGTTA-PHASE1|v1|metadata_order|source|sub-07|0|1,1047166539,False,False,0.5085691809654236,0.3490726053714752,0.25806450843811035,0.7504835724830627,,,0.5085691932862296,0.34907258350041603,0.6468706407539305,0.650927416499584,0.7504835780109128,0.25806451612903225,0.0,0.7419354838709677,nan,,
metadata_order,2,sub-07,0,source,ses-2,1,68,False,32,349691695,EEGTTA-PHASE1|v1|metadata_order|source|sub-07|0|2,283414861,False,False,0.13458934426307678,0.8670696020126343,0.90625,0.9440686106681824,,,0.13458931133365626,0.8670696506160311,0.39191945771866177,0.8670696506160311,0.9440686514717527,0.90625,1.0,0.90625,nan,,
metadata_order,3,sub-07,0,source,ses-2,1,68,False,32,432683609,EEGTTA-PHASE1|v1|metadata_order|source|sub-07|0|3,349691695,False,False,0.10560338944196701,0.906846284866333,0.9375,0.9565627574920654,,,0.10560337515757692,0.9068463448784314,0.30977414012319465,0.9068463448784314,0.9565627831616439,0.9375,1.0,0.9375,nan,,
metadata_order,4,sub-07,0,source,ses-2,1,68,True,4,1912714725,EEGTTA-PHASE1|v1|metadata_order|source|sub-07|0|4,432683609,False,False,0.2710188329219818,0.8656145930290222,1.0,0.8656145930290222,,,0.2710188313895553,0.8656145632266998,0.39463901778862476,0.8656145632266998,0.8656145632266998,1.0,1.0,1.0,nan,,
metadata_order,0,sub-08,0,source,ses-2,0,62,False,32,62695478,EEGTTA-PHASE1|v1|metadata_order|source|sub-08|0|0,1021185120,False,False,0.4752030670642853,0.2171632945537567,0.03125,0.78938889503479,,,0.47520307472157486,0.21716329612536356,0.523294121207244,0.7828367038746364,0.7893888375838287,0.03125,1.0,0.03125,nan,,
metadata_order,1,sub-08,0,source,ses-2,0,62,True,30,498649519,EEGTTA-PHASE1|v1|metadata_order|source|sub-08|0|1,62695478,False,False,0.5750858783721924,0.3057219386100769,0.06666667014360428,0.6956955194473267,,,0.5750857821354372,0.30572194457054136,0.6156348191912788,0.6942780554294586,0.6956955015659332,0.06666666666666667,1.0,0.06666666666666667,nan,,
metadata_order,2,sub-08,0,source,ses-1,1,65,False,32,342895897,EEGTTA-PHASE1|v1|metadata_order|source|sub-08|0|2,498649519,False,False,0.525256335735321,0.2733379900455475,0.09375,0.7459995746612549,,,0.5252563362545772,0.27333800378255546,0.5865507013746201,0.7266619962174445,0.7459996056277305,0.09375,0.0,0.90625,nan,,
